league_division,match_date,home_team,away_team,full_time_home_team_goals,full_time_away_team_goals,full_time_result,half_time_home_team_goals,half_time_away_team_goals,half_time_result,referee,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_fouls_committed,away_fouls_committed,home_corners,away_corners,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,season
sp2,2020-11-25,cartagena,mallorca,1,2,a,0,0,d,,7,14,3,4,20,15,3,6,5,2,1,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2020-11-25,fuenlabrada,ponferradina,1,1,d,0,0,d,,16,2,2,1,15,23,6,4,2,4,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2020-11-26,leganes,espanol,2,0,h,1,0,h,,10,7,6,1,18,14,4,1,1,3,0,1,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2020-11-26,logrones,albacete,2,0,h,1,0,h,,8,7,4,2,27,10,4,1,3,2,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2020-11-26,almeria,tenerife,2,0,h,0,0,d,,11,15,3,1,16,13,3,7,2,3,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2020-11-27,alcorcon,girona,1,0,h,0,0,d,,9,4,4,1,17,17,3,3,1,2,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2020-11-27,malaga,lugo,2,2,d,0,2,a,,10,7,3,4,13,11,6,1,3,3,1,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2020-11-28,sabadell,fuenlabrada,1,2,a,1,1,d,,11,20,2,8,17,12,4,7,3,3,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2020-11-28,vallecano,cartagena,0,0,d,0,0,d,,11,9,3,1,12,20,5,5,2,3,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2020-11-28,mirandes,castellon,1,1,d,1,0,h,,10,6,1,2,14,13,4,3,0,2,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2020-11-29,albacete,tenerife,0,2,a,0,0,d,,8,12,1,5,16,15,4,4,2,0,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2020-11-29,espanol,zaragoza,2,0,h,0,0,d,,17,9,5,3,16,13,8,2,3,1,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2020-11-29,mallorca,logrones,4,0,h,2,0,h,,24,5,14,2,18,9,9,3,1,0,0,1,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2020-11-29,ponferradina,leganes,3,2,h,2,2,d,,13,11,5,5,22,15,2,4,0,2,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2020-11-29,las palmas,sp gijon,3,2,h,0,2,a,,10,8,6,3,11,19,4,3,1,3,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2020-11-30,oviedo,almeria,1,2,a,0,1,a,,12,12,3,4,9,11,9,4,3,3,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2020-01-12,fuenlabrada,malaga,0,2,a,0,1,a,,6,10,1,4,28,17,4,3,6,4,1,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2020-01-12,girona,mirandes,1,0,h,1,0,h,,4,13,1,3,18,18,5,4,2,2,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2020-02-12,cartagena,espanol,1,3,a,0,0,d,,11,25,3,5,21,13,4,10,2,2,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2020-02-12,leganes,vallecano,1,0,h,1,0,h,,8,9,2,4,19,11,4,6,1,3,1,1,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2020-02-12,logrones,ponferradina,1,2,a,0,1,a,,8,9,2,3,21,8,3,0,5,1,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2020-02-12,castellon,zaragoza,1,0,h,0,0,d,,9,10,1,1,4,10,9,8,1,2,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2020-02-12,lugo,las palmas,1,1,d,1,1,d,,6,9,3,1,17,14,2,8,1,1,1,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2020-03-12,almeria,mallorca,0,1,a,0,0,d,,10,12,2,3,11,18,4,5,4,3,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2020-03-12,oviedo,alcorcon,1,1,d,0,0,d,,10,12,4,6,11,12,4,4,5,1,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2020-03-12,tenerife,sabadell,1,2,a,1,2,a,,15,5,3,2,15,18,4,4,5,1,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2020-03-12,sp gijon,albacete,0,0,d,0,0,d,,15,5,5,1,15,20,4,2,0,4,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2020-05-12,vallecano,logrones,2,1,h,2,1,h,,15,7,2,1,14,19,4,2,0,3,0,1,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2020-05-12,ponferradina,las palmas,0,0,d,0,0,d,,10,9,6,3,14,16,5,0,2,3,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2020-05-12,mirandes,lugo,0,0,d,0,0,d,,15,6,1,2,10,13,12,1,2,5,0,1,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2020-05-12,malaga,cartagena,1,2,a,1,1,d,,6,4,1,2,17,22,3,2,3,3,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2020-06-12,alcorcon,almeria,0,1,a,0,0,d,,17,8,5,3,15,13,5,7,0,3,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2020-06-12,espanol,sp gijon,2,0,h,0,0,d,,21,4,6,0,10,15,4,5,2,5,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2020-06-12,albacete,girona,0,2,a,0,0,d,,10,12,3,5,14,9,4,2,3,1,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2020-06-12,sabadell,oviedo,0,1,a,0,0,d,,7,7,1,2,19,16,2,3,5,3,1,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2020-06-12,zaragoza,fuenlabrada,1,0,h,0,0,d,,19,8,8,4,18,13,3,2,2,2,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2020-07-12,tenerife,leganes,0,0,d,0,0,d,,12,15,1,5,14,18,1,7,4,2,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2020-07-12,mallorca,castellon,3,1,h,2,0,h,,17,10,6,2,16,7,5,5,1,1,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2020-09-12,almeria,zaragoza,1,0,h,0,0,d,,10,11,2,4,16,18,3,6,3,3,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2020-09-12,sabadell,alcorcon,1,1,d,0,0,d,,6,14,1,4,16,8,7,6,4,2,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2020-10-12,girona,logrones,2,0,h,0,0,d,,15,14,4,3,17,13,3,4,3,1,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2020-11-12,lugo,ponferradina,1,0,h,0,0,d,,11,5,1,2,13,8,8,3,0,3,0,1,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2020-11-12,oviedo,tenerife,4,2,h,2,1,h,,13,3,5,2,10,12,5,2,1,1,0,1,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2020-12-12,leganes,mallorca,0,1,a,0,0,d,,11,9,1,3,13,13,2,4,2,1,1,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2020-12-12,castellon,albacete,3,0,h,1,0,h,,13,6,3,1,14,13,7,3,3,5,0,1,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2020-12-12,fuenlabrada,mirandes,0,1,a,0,0,d,,15,8,3,3,12,19,9,3,2,2,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2020-12-13,logrones,espanol,0,3,a,0,2,a,,10,14,2,7,14,12,7,9,2,1,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2020-12-13,almeria,malaga,3,1,h,1,1,d,,9,10,6,5,18,13,3,5,7,2,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2020-12-13,las palmas,alcorcon,0,0,d,0,0,d,,4,13,0,4,13,10,3,7,3,1,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2020-12-13,cartagena,sabadell,1,2,a,0,0,d,,10,12,3,2,13,16,1,5,3,5,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2020-12-13,sp gijon,zaragoza,1,0,h,0,0,d,,10,6,5,1,9,12,3,3,0,2,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2020-12-14,girona,vallecano,0,0,d,0,0,d,,8,20,2,5,23,15,5,3,3,3,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2020-12-18,ponferradina,oviedo,1,0,h,1,0,h,,11,6,5,2,14,15,4,4,0,2,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2020-12-19,sabadell,castellon,1,1,d,0,1,a,,12,12,3,5,9,17,3,7,3,2,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2020-12-19,mallorca,fuenlabrada,2,3,a,1,2,a,,8,10,3,4,16,21,3,3,7,5,2,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2020-12-19,zaragoza,lugo,1,0,h,0,0,d,,17,11,4,2,12,14,6,5,2,2,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2020-12-20,alcorcon,cartagena,2,1,h,2,0,h,,9,11,4,3,24,16,3,6,3,4,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2020-12-20,espanol,almeria,2,1,h,1,0,h,,15,9,5,4,7,17,3,4,1,2,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2020-12-20,vallecano,las palmas,2,0,h,0,0,d,,13,4,7,2,16,17,3,2,2,4,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2020-12-20,malaga,logrones,0,0,d,0,0,d,,7,6,1,1,15,21,5,1,2,3,1,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2020-12-21,mirandes,albacete,0,2,a,0,2,a,,11,8,1,2,7,13,4,4,2,3,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2020-12-21,sp gijon,leganes,1,1,d,0,0,d,,9,13,4,3,13,8,4,5,2,2,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2020-12-21,tenerife,girona,2,0,h,2,0,h,,9,9,5,2,20,13,4,6,2,2,1,1,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-02-01,fuenlabrada,leganes,0,0,d,0,0,d,,3,11,0,2,18,14,2,8,2,4,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-02-01,vallecano,alcorcon,2,1,h,1,0,h,,9,15,3,9,17,17,3,6,2,2,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-02-01,logrones,mirandes,2,1,h,1,1,d,,9,18,3,3,16,18,2,8,3,1,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-02-01,cartagena,zaragoza,1,1,d,0,0,d,,12,14,5,5,16,13,6,5,3,3,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-03-01,castellon,tenerife,0,1,a,0,0,d,,9,6,2,1,15,24,6,2,2,5,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-03-01,las palmas,espanol,1,0,h,1,0,h,,6,7,2,0,20,13,2,3,6,2,0,1,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-03-01,albacete,malaga,1,1,d,0,0,d,,6,11,3,4,12,15,1,4,1,2,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-03-01,almeria,ponferradina,3,1,h,3,0,h,,10,9,5,4,15,9,4,6,2,1,1,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-03-01,oviedo,mallorca,2,2,d,1,2,a,,13,8,3,4,11,12,2,7,0,2,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-04-01,girona,sabadell,0,0,d,0,0,d,,12,11,4,1,12,10,3,2,1,1,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-04-01,lugo,sp gijon,0,0,d,0,0,d,,11,10,3,3,10,13,1,8,0,1,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-08-01,zaragoza,logrones,2,0,h,1,0,h,,16,6,5,3,17,15,5,4,1,3,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-09-01,malaga,oviedo,1,1,d,1,0,h,,7,11,1,3,10,11,8,2,3,3,1,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-10-01,mallorca,las palmas,0,1,a,0,1,a,,9,7,5,2,24,12,4,2,3,1,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-10-01,tenerife,cartagena,3,0,h,1,0,h,,7,7,4,0,31,18,2,6,3,4,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-10-01,espanol,castellon,2,0,h,2,0,h,,17,4,7,2,11,12,8,4,2,0,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-11-01,ponferradina,girona,1,1,d,0,1,a,,10,18,4,7,12,10,9,5,1,2,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-11-01,sp gijon,fuenlabrada,2,1,h,1,0,h,,12,10,4,6,14,11,4,6,4,3,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-11-01,sabadell,lugo,1,1,d,1,0,h,,12,12,6,5,15,15,4,12,1,3,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-01-19,mirandes,vallecano,0,2,a,0,2,a,,16,12,7,4,16,13,5,3,0,5,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-01-22,fuenlabrada,alcorcon,0,0,d,0,0,d,,9,10,3,1,16,19,4,4,4,3,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-01-22,albacete,zaragoza,1,0,h,1,0,h,,8,13,3,1,13,8,5,10,1,3,1,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-01-23,vallecano,mallorca,1,3,a,1,3,a,,15,8,2,6,13,18,11,2,3,3,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-01-23,girona,espanol,1,0,h,1,0,h,,10,25,3,8,14,8,3,14,2,2,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-01-23,lugo,tenerife,2,0,h,1,0,h,,6,7,2,1,11,16,1,5,2,3,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-01-23,malaga,ponferradina,0,2,a,0,1,a,,9,9,4,5,12,15,4,4,5,1,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-01-24,almeria,sabadell,2,2,d,1,0,h,,9,7,7,4,12,15,8,6,2,1,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-01-24,logrones,oviedo,0,0,d,0,0,d,,4,10,0,2,19,15,5,5,2,4,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-01-24,castellon,sp gijon,2,0,h,1,0,h,,8,11,6,5,13,10,3,3,3,2,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-01-24,las palmas,leganes,2,1,h,0,0,d,,12,14,5,5,16,20,7,4,2,6,0,2,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-01-25,cartagena,mirandes,0,2,a,0,2,a,,9,14,1,6,19,17,4,4,3,4,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-01-26,alcorcon,albacete,1,2,a,1,1,d,,14,12,4,3,16,16,4,7,3,2,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-01-29,zaragoza,ponferradina,1,0,h,1,0,h,,5,13,3,4,15,14,1,4,2,1,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-01-30,oviedo,albacete,0,1,a,0,0,d,,11,5,4,3,11,16,8,2,2,3,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-01-30,alcorcon,malaga,0,1,a,0,0,d,,5,6,0,1,14,13,3,4,2,2,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-01-30,mallorca,girona,1,0,h,0,0,d,,13,11,7,4,13,17,7,5,3,1,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-01-30,almeria,castellon,3,1,h,1,0,h,,15,3,4,2,11,22,6,1,0,1,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-01-31,sp gijon,cartagena,0,0,d,0,0,d,,9,9,1,1,14,15,1,5,2,5,1,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-01-31,espanol,vallecano,2,3,a,2,0,h,,7,14,3,5,18,11,6,3,4,4,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-01-31,mirandes,las palmas,2,0,h,1,0,h,,13,9,5,1,21,11,5,3,5,2,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-01-31,tenerife,fuenlabrada,1,1,d,0,1,a,,11,6,3,0,17,13,4,1,4,2,1,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-01-02,leganes,lugo,3,2,h,2,1,h,,10,14,6,6,13,20,3,2,1,2,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-01-02,sabadell,logrones,0,0,d,0,0,d,,10,7,2,1,17,13,6,2,4,2,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-05-02,albacete,mallorca,0,1,a,0,0,d,,6,13,0,2,12,18,6,5,3,3,1,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-06-02,cartagena,oviedo,2,0,h,1,0,h,,13,6,4,1,15,15,5,3,3,2,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-06-02,logrones,sp gijon,0,4,a,0,2,a,,11,15,3,9,15,11,7,2,1,0,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-06-02,fuenlabrada,almeria,1,1,d,0,0,d,,25,5,10,2,12,17,9,2,2,4,0,1,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-07-02,girona,leganes,0,2,a,0,0,d,,13,8,2,5,12,14,7,0,3,0,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-07-02,malaga,zaragoza,1,2,a,0,2,a,,14,5,4,4,13,19,11,0,3,0,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-07-02,castellon,mirandes,0,1,a,0,0,d,,10,16,1,5,12,12,6,4,0,1,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-07-02,vallecano,tenerife,0,1,a,0,0,d,,9,8,4,3,19,19,7,5,5,4,1,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-07-02,las palmas,sabadell,0,1,a,0,0,d,,6,9,3,3,10,21,1,10,0,0,1,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-08-02,ponferradina,alcorcon,2,0,h,1,0,h,,5,12,3,2,13,11,1,10,2,3,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-08-02,lugo,espanol,1,1,d,1,0,h,,7,12,2,2,15,10,2,6,6,2,1,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-12-02,sabadell,zaragoza,1,1,d,0,1,a,,7,12,2,6,16,14,4,3,1,1,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-02-13,cartagena,vallecano,2,2,d,1,1,d,,7,14,3,5,30,16,3,1,2,3,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-02-13,mirandes,girona,3,3,d,2,1,h,,8,11,3,5,15,20,0,2,5,4,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-02-13,tenerife,ponferradina,1,0,h,0,0,d,,18,7,7,4,14,22,4,2,1,0,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-02-14,mallorca,espanol,1,2,a,0,1,a,,11,6,3,3,19,13,7,5,2,0,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-02-14,almeria,las palmas,3,1,h,1,0,h,,13,12,7,3,19,17,3,7,4,1,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-02-14,alcorcon,logrones,1,0,h,1,0,h,,10,11,4,1,15,14,4,3,3,4,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-02-14,leganes,albacete,3,1,h,2,0,h,,9,8,5,3,20,8,5,4,1,2,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-02-14,sp gijon,malaga,1,0,h,0,0,d,,5,9,3,3,14,13,4,7,3,1,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-02-15,castellon,fuenlabrada,1,2,a,1,2,a,,12,21,3,7,14,14,11,4,5,3,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-02-15,oviedo,lugo,3,1,h,1,1,d,,6,6,5,2,14,9,6,4,2,1,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-02-17,leganes,almeria,2,1,h,0,1,a,,17,7,6,1,14,16,4,4,0,3,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-02-19,ponferradina,mirandes,1,0,h,0,0,d,,13,4,4,0,9,17,5,1,1,4,0,1,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-02-20,espanol,sabadell,1,0,h,0,0,d,,15,10,3,5,14,9,7,7,4,0,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-02-20,albacete,sp gijon,0,1,a,0,1,a,,12,8,4,4,10,11,4,4,3,1,1,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-02-20,las palmas,cartagena,2,0,h,2,0,h,,11,5,6,2,22,17,6,3,4,2,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-02-21,leganes,tenerife,1,0,h,0,0,d,,7,6,2,2,15,15,9,3,0,3,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-02-21,mallorca,almeria,2,0,h,1,0,h,,13,14,5,2,17,10,5,8,4,5,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-02-21,girona,castellon,2,1,h,2,0,h,,5,11,2,3,15,17,3,6,3,1,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-02-21,lugo,logrones,1,1,d,0,0,d,,10,5,4,1,11,12,1,7,5,2,1,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-02-21,malaga,vallecano,2,0,h,2,0,h,,12,11,4,5,12,13,2,7,2,1,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-02-22,fuenlabrada,oviedo,2,2,d,0,1,a,,12,8,5,4,25,16,5,2,6,7,1,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-02-22,zaragoza,alcorcon,0,1,a,0,0,d,,11,13,2,1,8,18,4,6,1,0,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-02-26,sabadell,albacete,0,0,d,0,0,d,,11,11,3,2,19,12,6,2,2,1,0,1,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-02-26,cartagena,leganes,1,0,h,0,0,d,,9,12,5,0,22,12,3,5,3,1,1,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-02-27,vallecano,ponferradina,1,1,d,0,0,d,,8,7,2,6,19,17,3,2,4,3,1,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
sp2,2021-02-27,almeria,lugo,4,1,h,1,1,d,,11,15,8,5,15,10,3,7,2,0,0,0,../../data/external/national leagues\season 2020-2021\sp2_la liga 2_2020-2021.csv
